,tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls,fulldescriptions,linktowatch
66,tt7801350,Clover,Clover,2020,"Comedy, Crime, Thriller",101,USA,English,Jon Abrahams,Michael Testone,Two brothers owe money to the wrong guy at the wrong time. While they go on the run trying to pull together the money they become burdened with a teenage girl and hunted by assassins they don't know are following their every move,4.2,205,"https://m.media-amazon.com/images/M/MV5BNmI1OTUxNjQtYThiOS00YzlkLWFmMjEtMjlmYWU0ZGQ5MjA2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",    Two brothers owe money to the wrong guy at the wrong time. While they go on the run trying to pull together the money they become burdened with a teenage girl and hunted by assassins they don't know are following their every move,NA
67,tt9898858,Coffee & Kareem,Coffee & Kareem,2020,"Action, Comedy",88,USA,English,Michael Dowse,Shane Mack,"Twelve-year-old Kareem Manning hires a criminal to scare his mom's new boyfriend -police officer James Coffee - but it backfires, forcing Coffee and Kareem to team up in order to save themselves from Detroit's most ruthless drug kingpin.",5.1,10627,"https://m.media-amazon.com/images/M/MV5BNTMyMmY0YWEtNTBkNC00NjAzLThjZjItZGFhMGYzMmU4NzE3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg","    While police officer James Coffee (Ed Helms) enjoys his new relationship with Vanessa Manning (Taraji P. Henson), her beloved 12-year-old son Kareem (Terrence Little Gardenhigh) plots their break-up. Attempting to scare away his mom's boyfriend for good, Kareem tries to hire criminal fugitives to take him out but accidentally exposes a secret network of criminal activity, making his family its latest target. To protect Vanessa, Kareem teams up with Coffee - the partner he never wanted - for a dangerous chase across Detroit. From director Michael Dowse, COFFEE and KAREEM is an action-comedy about forging unexpected bonds, one four-letter insult at a time. Co-starring Betty Gilpin, RonReaco Lee, Andrew Bachelor and David Alan Grier.",https://www.netflix.com/watch/80220009?source=imdb
68,tt11765278,Collision Earth,Collision Earth,2020,Sci-Fi,84,USA,English,Matthew Boda,Joe Roche,A large meteor shower unexpectedly bombards planet Earth. Scientists rush to the scene of the first impact and the race is on to find a solution to save humanity.,2.2,288,"https://m.media-amazon.com/images/M/MV5BYWI1ZDJlYjUtZmMzZC00YzdiLWE3YzUtNjJlMGIxOGM1ZTExXkEyXkFqcGdeQXVyODQxODA3MzY@._V1_UY268_CR9,0,182,268_AL_.jpg",    A large meteor shower unexpectedly bombards planet Earth. Scientists rush to the scene of the first impact and the race is on to find a solution to save humanity.,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.28b92956-c42d-eb28-245e-075afe7178d6?tag=imdbtag_tt_wbr_pvt_aiv-20
69,tt10529644,Copper Bill,Copper Bill,2020,Thriller,84,USA,English,Brett Bentman,Brett Bentman,Two thieves attempt to steal 80 million dollars of hidden Texas drug money from the famed ranch belonging to a dead member of the Cowboy Mafia.,4.4,112,"https://m.media-amazon.com/images/M/MV5BMmJlOTQxNjUtMDIxNC00ODI5LWE2ZmUtYzViZDY2Y2VjY2ExXkEyXkFqcGdeQXVyNDAxOTQxMjk@._V1_UY268_CR4,0,182,268_AL_.jpg",    Two thieves attempt to steal 80 million dollars of hidden Texas drug money from the famed ranch belonging to a dead member of the Cowboy Mafia.,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.ccbbe712-e21a-1630-a9cf-417351f5fef4?tag=imdbtag_tt_wbr_pvs_piv-20
70,tt6844138,Coven,Coven,2020,Horror,80,USA,English,Margaret Malandruccolo,Lizze Gordon,Five undergrad witches come together in order to perform a ritual to invoke the ancient powers of the witch Ashura. The leader of the coven gets carried away and accidentally kills one of ...,2.4,118,"https://m.media-amazon.com/images/M/MV5BMzE0MjU4NDUtMzlhNi00OGQ5LWFkZmYtYzBmNGZkZmVkYmQyXkEyXkFqcGdeQXVyNjMyMjQ2ODc@._V1_UY268_CR10,0,182,268_AL_.jpg",    Five undergrad witches come together in order to perform a ritual to invoke the ancient powers of the witch Ashura. The leader of the coven gets carried away and accidentally kills one of the witches during the ritual. She needs the strength of a complete coven to invoke Ashura's powers and sends them out to find a final witch. As she absorbs power the surviving girls' plot to take her down but the possessed witch unleashes hell on campus with only one young witch left to stop her.,NA
71,tt12158538,Cry Havoc,Cry Havoc,2020,Horror,85,USA,English,Rene Perez,Rene Perez,A rogue police officer takes on a serial killer who murders at call,3.2,136,"https://m.media-amazon.com/images/M/MV5BNWE1MTNjOGItMTgyYi00Y2JmLWFmZDgtNjdjNGRkMTYzMTY2XkEyXkFqcGdeQXVyODcwNzA1MDE@._V1_UY268_CR6,0,182,268_AL_.jpg",    A rogue police officer takes on a serial killer who murders at call,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.b4b8e940-8de5-93df-e1f9-052db29af4d3?tag=imdbtag_tt_wbr_pvt_aiv-20
72,tt10817348,Cupid,Cupid,2020,Horror,83,USA,English,Scott Jeffrey,Scott Jeffrey,"After being horrendously embarrassed by the mean girls at school, Faye, a practicing witch, summons the evil Cupid to take revenge on all those who wronged her.",4.8,1142,"https://m.media-amazon.com/images/M/MV5BNzMyZGM5ZDctYTJkNi00NzcwLThjZGItMDgxZTdhMWZkNWY5XkEyXkFqcGdeQXVyMjM4MTU4NjQ@._V1_UY268_CR2,0,182,268_AL_.jpg","    After being horrendously embarrassed by the mean girls at school, Faye, a practicing witch, summons the evil Cupid to take revenge on all those who wronged her. On Valentine's Day Cupid does in fact rise and will stop at nothing until all are punished. The students must figure out a way to stop Cupid and undo the spell before their hearts get broken, literally.",NA
73,tt3547306,Cut Throat City,Cut Throat City,2020,"Action, Crime, Drama",123,USA,English,RZA,P.G. Cuschieri,"Set after Hurricane Katrina, four boyhood friends out of options reluctantly accept an offer to pull off a dangerous heist in the heart of New Orleans.",4.3,141,"https://m.media-amazon.com/images/M/MV5BNGI5M2M1NzQtYWIxYy00YjQ4LWI2MDMtODQxZWFlZjY1ZGUyXkEyXkFqcGdeQXVyMzY4MTc3NzA@._V1_UY268_CR1,0,182,268_AL_.jpg","    From director RZA comes the explosive CUT THROAT CITY, the story of four boyhood friends in New Orleans' Lower Ninth Ward who return after Hurricane Katrina to find their homes decimated, with no jobs, and no help from FEMA. Out of options, they reluctantly turn to a local gangster, who offers them one shot at turning their situations around - by pulling off a dangerous heist in the heart of the city. When the job goes bad, the friends find themselves on the run, hunted by two relentless detectives and a neighborhood warlord who thinks they stole the heist money.",https://www.netflix.com/watch/80202711?source=imdb
74,tt9777644,Da 5 Bloods - Come fratelli,Da 5 Bloods,2020,"Adventure, Drama, War",154,USA,"English, Finnish, French, Vietnamese",Spike Lee,"Danny Bilson, Paul De Meo",Four African American vets battle the forces of man and nature when they return to Vietnam seeking the remains of their fallen squad leader and the gold fortune he helped them hide.,6.5,29694,"https://m.media-amazon.com/images/M/MV5BNjE4ODEwNzktYjg5Yi00N2YxLWExMmEtMmQyZTBiYWI4MGQwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX182_CR0,0,182,268_AL_.jpg","    From Academy Award® Winner Spike Lee comes a new joint: the story of four African American Vets - Paul (Delroy Lindo), Otis (Clarke Peters), Eddie (Norm Lewis), and Melvin (Isiah Whitlock, Jr.) - who return to Vietnam. Searching for the remains of their fallen Squad Leader (Chadwick Boseman) and the promise of buried treasure, our heroes, joined by Paul's concerned son (Jonathan Majors), battle forces of Man and Nature - while confronted by the lasting ravages of The Immorality of The Vietnam War.",https://www.netflix.com/watch/81045635?source=imdb
75,tt10183816,Dangerous Lies,Dangerous Lies,2020,"Drama, Mystery, Thriller",96,USA,English,Michael M. Scott,David Golden,"When a wealthy elderly man dies and unexpectedly leaves his estate to his new caregiver, she's drawn into a web of deception and murder. If she's going to survive, she'll have to question everyone's motives - even the people she loves.",5.2,12402,"https://m.media-amazon.com/images/M/MV5BMDRjMmUzMTEtMWJiMC00MDUwLWExOGQtNDU2ZTU0Y2RmY2YzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX182_CR0,0,182,268_AL_.jpg","    When a wealthy elderly man dies and unexpectedly leaves his estate to his new caregiver, she's drawn into a web of deception and murder. If she's going to survive, she'll have to question everyone's motives - even the people she loves.",https://www.netflix.com/watch/81045557?source=imdb
76,tt3165210,Darcy,Darcy,2020,Drama,92,USA,English,"Jon Russell Cring, Heidi Philipsen","Jon Russell Cring, Tracy Nichole Cring",A coming-of-age tale about an innocent teenage girl living with her parents in a seedy motel on the edge town and the stranger who changes her world.,4.3,235,"https://m.media-amazon.com/images/M/MV5BNzJkYWY2YjEtOWQ0NS00YTM0LWJhMzItODk3YzVjNmYyMjVmXkEyXkFqcGdeQXVyMTk2MDQwNTA@._V1_UY268_CR0,0,182,268_AL_.jpg","    On the cusp of her sixteenth birthday, in order to break away from her confining, dreary life, a young teen must seek help from an outsider with a murky past.",NA
77,tt8150698,Dead by Dawn,Dead by Dawn,2020,Horror,85,USA,English,Sean Cain,"Sean Cain, Wes Laurie",A suicidal man in a remote cabin is suddenly faced with protecting a kidnapped woman from three sexual deviants and their sadistic games.,3.2,161,"https://m.media-amazon.com/images/M/MV5BNTA0NTE2YTMtOWU4YS00MzNkLWExMGItODIxYTEyZTI0YzUxXkEyXkFqcGdeQXVyMTYwMjMwOA@@._V1_UY268_CR2,0,182,268_AL_.jpg",    A suicidal man in a remote cabin is suddenly faced with protecting a kidnapped woman from three sexual deviants and their sadistic games.,https://tubitv.com/
78,tt10437542,Dead Voices,Dead Voices,2020,"Horror, Mystery, Thriller",80,USA,English,William Butler,Jacob Kyle Young,Two sisters discover a dark secret while making a documentary about mediums for a college final.,2.6,129,"https://m.media-amazon.com/images/M/MV5BZWFkMWVjZTQtNGQzZC00MTIwLWE4YmYtNjk3MTBjMGUxNzk5XkEyXkFqcGdeQXVyNjIwMjMzMzc@._V1_UY268_CR7,0,182,268_AL_.jpg",    Two sisters discover a dark secret while making a documentary about mediums for a college final.,https://tubitv.com/
79,tt12876132,Deathstroke Knights & Dragons: The Movie,Deathstroke Knights & Dragons: The Movie,2020,"Animation, Action",87,USA,English,Sung Jin Ahn,J.M. DeMatteis,Deathstroke plays the hero in the latest DC Universe adventure from Warner Bros.,6.4,442,"https://m.media-amazon.com/images/M/MV5BMWQ4MzUyZDQtNmY0OC00ZjUyLTljZDMtYTYwM2U1ZjE3MTE3XkEyXkFqcGdeQXVyNDU4NzA4NDk@._V1_UX182_CR0,0,182,268_AL_.jpg","    Mercenary and master assassin Slade Wilson leads two lives: one as the relentless killer known as Deathstroke, and the other as a dedicated family man. When these worlds collide, forced together by the vicious terror group known as H.I.V.E., it is the killer in Slade who must fight to save his loved ones, as well as what remains of himself. With his soul torn apart and his young son held captive, Deathstroke will have to atone for the sins of his past to fuel the battles of his future.",https://play.hbomax.com/feature/urn:hbo:feature:GX9jvbw7CW3idqQEAAABV
80,tt11946300,Blu profondo 3,Deep Blue Sea 3,2020,"Action, Horror, Sci-Fi",99,USA,English,John Pogue,Dirk Blackman,"Studying the effects of climate change off the coast of Mozambique, a marine biologist and her team confront three genetically enhanced bull sharks. Now, a new bloodbath is waiting to happen in the name of science. Will humans never learn?",4.6,3101,"https://m.media-amazon.com/images/M/MV5BNTI1YmU4NmItZTc4NC00NzA2LWJiMjYtMmE0Njg5M2U2N2VhXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_UY268_CR9,0,182,268_AL_.jpg","    Dr. Emma Collins and her team are spending their third summer on the island of Little Happy studying the effect of climate change on the great white sharks who come to the nearby nursery every year to give birth. Along with the last two inhabitants of this former fishing village, their peaceful life is disrupted when a ""scientific"" team led by her ex-boyfriend and marine biologist Richard show up looking for three bull sharks who we soon learn aren't just any bull sharks.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.e4b9806b-e1bb-139c-d942-df57b11b0f8d?tag=imdbtag_tt_wbr_pvt_aiv-20
81,tt4344624,Deported,Deported,2020,Comedy,90,USA,English,Tyler Spindel,"Tyler Spindel, Dean Ward","When his new girlfriend gets deported on a technicality, Ross hires a fake husband to get her back into the country because he's not ready to commit to marriage.",3.7,221,"https://m.media-amazon.com/images/M/MV5BMGFiZDJiNWQtNDQwMi00ZTNiLWFkODUtZmYxYmU0ODg0ODBiXkEyXkFqcGdeQXVyNDcwMDIwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    When his new girlfriend gets deported on a technicality, Ross hires a fake husband to get her back into the country because he's not ready to commit to marriage.",NA
82,tt1545304,Desperados,Desperados,2020,"Comedy, Romance",105,USA,English,LP,Ellen Rapoport,"A panicked young woman, with her reluctant friends in tow, rushes to Mexico to try and delete a ranting email she sent to her new boyfriend.",5.2,6961,"https://m.media-amazon.com/images/M/MV5BNTdlNmE0MWQtMWVjMC00MzRiLWJhN2MtN2NjNDFlNDg3MTY1XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_UY268_CR4,0,182,268_AL_.jpg","    A panicked young woman, with her reluctant friends in tow, rushes to Mexico to try and delete a ranting email she sent to her new boyfriend.",https://www.netflix.com/watch/80238203?source=imdb
83,tt7086730,Devil's Night: Dawn of the Nain Rouge,Devil's Night: Dawn of the Nain Rouge,2020,"Action, Crime, Horror",96,USA,,Sam Logan Khaleghi,"Sam Logan Khaleghi, Aaron Russman","A military veteran who returns home, works in law enforcement and she's assigned to a supernatural case that's surrounded by urban myth and legend.",2.9,101,"https://m.media-amazon.com/images/M/MV5BNjQ1Y2IzNjYtOWIyNi00MzBhLTljYzktNmQzM2YxMzRlMzBkXkEyXkFqcGdeQXVyMTk4MjM2NjI@._V1_UY268_CR3,0,182,268_AL_.jpg","    A military veteran who returns home, works in law enforcement and she's assigned to a supernatural case that's surrounded by urban myth and legend.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.08ba19aa-37ca-dbd9-c40b-fdcef4582ae9?tag=imdbtag_tt_wbr_pvs_piv-20
84,tt9058654,Dinner in America,Dinner in America,2020,"Comedy, Drama, Music",106,USA,English,Adam Rehmeier,Adam Rehmeier,An on-the-lam punk rocker and a young woman obsessed with his band unexpectedly fall in love and go on an epic journey together through America's decaying Midwestern suburbs.,7.5,150,"https://m.media-amazon.com/images/M/MV5BNzE5MGRlODAtNTJhYy00YmJiLWJmNDAtYWJmYTc0NzYwNWQ5XkEyXkFqcGdeQXVyNTk5NDc3NTE@._V1_UX182_CR0,0,182,268_AL_.jpg",    An on-the-lam punk rocker and a young woman obsessed with his band unexpectedly fall in love and go on an epic journey together through America's decaying Midwestern suburbs.,NA
85,tt5717194,Disturbing the Peace - Sotto assedio,Disturbing the Peace,2020,"Action, Adventure, Thriller",91,USA,English,York Alec Shackleton,Chuck Hustmyre,"A small-town marshal who hasn't carried a gun since he left the Texas Rangers after a tragic shooting, must pick up his gun again to battle with a gang of outlaw bikers that has invaded the town to pull off a brazen and violent heist.",3.2,1265,"https://m.media-amazon.com/images/M/MV5BZWJiNzExYjgtYWY5Yy00MGIyLWFjM2MtMzZmYTIyZWFiNGVmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    A small-town marshal who hasn't carried a gun since he left the Texas Rangers after a tragic shooting, must pick up his gun again to battle with a gang of outlaw bikers that has invaded the town to pull off a brazen and violent heist.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.b4b78d27-c742-401e-1fef-51eaa2ca0df5?tag=imdbtag_tt_wbr_pvc_starzSub-20
86,tt3580692,Diverted Eden,Diverted Eden,2020,"Action, Crime, Drama",110,USA,English,Prince Bagdasarian,Prince Bagdasarian,"After his young daughter is kidnapped, a war hero takes matters into his own hands while detectives unravel the mystery surrounding the unusual crime.",4.2,402,"https://m.media-amazon.com/images/M/MV5BZjMwMGNhNTItYjFlYS00MjQ4LWE1ZDItNWIwZjM3ZGNmYmIzXkEyXkFqcGdeQXVyMzMzMDQ3MzY@._V1_UX182_CR0,0,182,268_AL_.jpg","    Still reeling from the death of his wife, U.S. military veteran Dane Hunte (Daniel Joseph) now works as a truck driver to support his young daughter, Eden (Trinity Valenzuela) while his brother-in-law, Todd (Michael Urie) looks after the child. One night, a violent home invasion at Todd's house results in his partner, Ross (Ryan Spahn), in a coma and Eden kidnapped. The tenacious Detective Fini (Scout Taylor-Compton) is assigned to the case and begins tracking down leads. But as the hours tick by and no suspects are taken into custody, Dane decides to take matters into his own hands. Unencumbered by the law, he follows clues into the city's criminal underbelly and soon finds himself closing in on the perpetrators. The two investigations become entwined in a heart-pounding race against the clock to save Eden and serve justice to those responsible for the crime.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.2eb8453e-8218-a354-77ed-1ae65549737f?tag=imdbtag_tt_wbr_pvc_showtimeSub-20
87,tt10696018,DNA Killer,DNA Killer,2020,Thriller,85,"Germany, USA",English,Lisa France,Brooke Purdy,"On Sarah's birthday, her best friend Victoria gives her a genetic testing kit as a gift so she can learn more about her family's lineage. But that night, Victoria is tragically killed. ...",4.9,101,"https://m.media-amazon.com/images/M/MV5BNGRjZjFiYWMtODBjZi00YWY1LTkwYmMtNDg5ZDdjNTI5YzQ2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg","    On Sarah's birthday, her best friend Victoria gives her a genetic testing kit as a gift so she can learn more about her family's lineage. But that night, Victoria is tragically killed. Weeks later, Sarah gets a knock on her door, and it's the police. As their homicide case ran cold, they decided to run the killer's DNA through the genetic testing site's database and there was a match: Sarah.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.86b81f88-5464-e919-6978-75222c4fec32?tag=imdbtag_tt_wbr_pvt_aiv-20
88,tt6673612,Dolittle,Dolittle,2020,"Adventure, Comedy, Family",101,"USA, China, UK, Japan","English, French",Stephen Gaghan,"Stephen Gaghan, Dan Gregor",A physician who can talk to animals embarks on an adventure to find a legendary island with a young apprentice and a crew of strange pets.,5.6,39245,"https://m.media-amazon.com/images/M/MV5BMDNkODA5ZGQtODczOS00OTQxLThhMTItMjk0ZmNhMDM0YjNmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    After his wife's death, Dr. John Dolittle (Robert Downey, Jr.) decided to hide from the world with his beloved animals. But he has to take a journey to a mysterious island to find a healing tree, which is the only medicine that can help the dying Queen Victoria (Jessie Buckley) in Buckingham Palace.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.64b7c0ab-dfe5-2681-79df-a35ee258fdff?tag=imdbtag_tt_wbr_pvc_hbo-20
89,tt4558376,Downhill,Downhill,2020,"Comedy, Drama",86,USA,"English, German, Italian, Hindi","Nat Faxon, Jim Rash","Jesse Armstrong, Nat Faxon","Barely escaping an avalanche during a family ski vacation in the Alps, a married couple is thrown into disarray as they are forced to reevaluate their lives and how they feel about each other.",4.8,5529,"https://m.media-amazon.com/images/M/MV5BM2QxMWFlOTktNWY0Mi00MDQ5LWExMTYtNThjZTFhNGZkZjk1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Barely escaping an avalanche during a family ski vacation in the Alps, a married couple is thrown into disarray as they are forced to reevaluate their lives and how they feel about each other. Inspired by the motion picture FORCE MAJEURE by Ruben Östlund.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.88b81c19-5020-964e-5dba-6ac1398bdcb7?tag=imdbtag_tt_wbr_pvc_hbo-20
90,tt12038670,Dragon Soldiers,Dragon Soldiers,2020,"Action, Fantasy",89,USA,English,Hank Braxtan,Dan Sinclair,A lethal creature hides in the woods that surround a suburban area killing anyone who gets near. An elite group of soldiers comes into action.,2.8,144,"https://m.media-amazon.com/images/M/MV5BYjZiMWRkYjgtN2M5Yi00NTdlLWJkMzctNjNhNTcwM2NlNDFmXkEyXkFqcGdeQXVyMzIxNDc0Ng@@._V1_UY268_CR3,0,182,268_AL_.jpg","    In a suburban town, a deadly monster lurks in the surrounding forest, killing all those who wander too close. Desperate to stop the attack, a group of elite soldiers are called in to handle the situation. The hunters quickly become the hunted as they struggle to kill the terrifying, fire-breathing beast.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.54bb29df-9c1c-6139-a5e2-c2bb170da074?tag=imdbtag_tt_wbr_pvt_aiv-20
91,tt10553210,Dreamkatcher,Dreamkatcher,2020,"Horror, Thriller",85,USA,English,Kerry Harris,"Kerry Harris, Dan V. Shea",In order to stop his bad dreams a young boy steals a dreamcatcher from a mysterious neighbor forcing his family to rescue him from a nightmarish entity.,3.8,1055,"https://m.media-amazon.com/images/M/MV5BYTU1YWY5MDItYmJiNC00NzdkLTlmZjgtMjBlYjI2NGIzYmI0XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UY268_CR2,0,182,268_AL_.jpg","    Gail is forced to come to terms with Josh, her new stepson, at a remote country home. After stealing an evil talisman from a mysterious neighbor, Josh has sinister dreams of his dead mother, who commands Josh to murder Gail. When Josh's dad returns, he and Gail suspect that their son has been possessed by an ancient, bloodthirsty spirit. Is it too late to save Josh's life or their own?",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.ecb8d75f-052a-b139-aed3-92a4e14314a3?tag=imdbtag_tt_wbr_pvt_aiv-20
92,tt6720438,Emerson Heights,Emerson Heights,2020,"Drama, Romance",96,USA,English,Jennifer Hook,"Wendi Foy Green, Austin James","Emerson Heights is a story of love that seeks to answer the age-old question - can you follow your passion, and still follow your heart? When Cody McClain (Austin James), an aspiring actor ...",5.2,122,"https://m.media-amazon.com/images/M/MV5BMjEzNTllNWMtNWExOC00YmRiLWFjOGItNjU2YjE4MzBmYWQ1XkEyXkFqcGdeQXVyODg3MzY5MjE@._V1_UY268_CR9,0,182,268_AL_.jpg","    Emerson Heights is a story of love that seeks to answer the age-old question - can you follow your passion, and still follow your heart? When Cody McClain (Austin James), an aspiring actor trying to make it in Los Angeles meets Briley Williams (Gatlin Kate James), he is immediately smitten. However, he soon learns that Briley is from New York and has to return home. Not one to let things get in his way, Cody pursues her anyway. They begin a long term love affair, and attempt to beat the odds of long distance relationships. However, when Cody's career takes off and he is the lead of a blockbuster film, he struggles to juggle his newfound stardom and his feelings for Briley. His struggle intensifies when his co-star, Haley (Amanda Grace Benitez), reveals her feelings for him, and his manager, Vick (Matt Singletary), seeks to keep his career on track; at all costs.",NA
93,tt8354752,Emperor,Emperor,2020,"Action, Drama",99,USA,English,Mark Amin,"Mark Amin, Pat Charles",An escaped slave travels north and has chance encounters with Frederick Douglass and John Brown. Based on the life story of Shields Green.,4.8,277,"https://m.media-amazon.com/images/M/MV5BZmM3ZmVhMzMtNjk3YS00MzUwLWFkNWYtMTA0ZjBjYmMwYTU3XkEyXkFqcGdeQXVyMTgyNDE3NTc@._V1_UX182_CR0,0,182,268_AL_.jpg",    An escaped slave travels north and has chance encounters with Frederick Douglass and John Brown. Based on the life story of Shields Green.,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.1eb9ce5d-e2d9-c2f9-412f-c26cc8fcb47a?tag=imdbtag_tt_wbr_pvc_starzSub-20
94,tt5723282,Endless,Endless,2020,"Drama, Fantasy, Romance",95,USA,English,Scott Speer,"Andre Case, Andre Case","When madly in love high school graduates Riley and Chris are separated by a tragic car accident, Riley blames herself for her boyfriend's death while Chris is stranded in limbo. Miraculously, the two find a way to connect.",4.6,214,"https://m.media-amazon.com/images/M/MV5BOGViZTgwMzYtNWY3My00ZTA5LTk2MDAtM2IwNGNmZjk2OTk0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    When madly in love high school graduates Riley (Alexandra Shipp) and Chris (Nicholas Hamilton) are separated by a tragic car accident, Riley blames herself for her boyfriend's death while Chris is stranded in limbo. Miraculously, the two find a way to connect. In a love story that transcends life and death, both Riley and Chris are forced to learn the hardest lesson of all: letting go.",http://www.hulu.com/watch/1000145658?d=Amazon
95,tt8171000,Equal Standard,Equal Standard,2020,"Action, Crime, Drama",101,USA,English,Brendan Kyle Cochrane,Taheim Bryan,"New York City police officers lives collide in interweaving stories of race, rank, loss, and betrayal.",5.6,104,"https://m.media-amazon.com/images/M/MV5BYThjYTY3ODMtZjA4OS00OWY4LThmNzYtZWMyYWIyOGIzMjg2XkEyXkFqcGdeQXVyNzAzMDgwNjk@._V1_UX182_CR0,0,182,268_AL_.jpg","    New York City police officers lives collide in interweaving stories of race, rank, loss, and betrayal.",NA
96,tt5797184,Escape from Pretoria,Escape from Pretoria,2020,Thriller,106,"UK, Australia, USA, South Africa",English,Francis Annan,"Francis Annan, L.H. Adams","Based on the real-life prison break of two political captives, Escape From Pretoria is a race-against-time thriller set in the tumultuous apartheid days of South Africa.",6.8,15305,"https://m.media-amazon.com/images/M/MV5BOWRhYWFkMDEtNTFjZC00OWJkLWJmMWQtNzI2OWRjZjVjOGYyXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UY268_CR2,0,182,268_AL_.jpg","    Based on the real-life prison break of two political captives, Escape From Pretoria is a race-against-time thriller set in the tumultuous apartheid days of South Africa.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.7eb82c83-b11b-ee31-bb73-2ee357c23d7f?tag=imdbtag_tt_wbr_pvc_starzSub-20
97,tt8580274,Eurovision Song Contest - La storia dei Fire Saga,Eurovision Song Contest: The Story of Fire Saga,2020,"Comedy, Music",123,USA,"English, Icelandic",David Dobkin,"Will Ferrell, Andrew Steele","When aspiring musicians Lars and Sigrit are given the opportunity to represent their country at the world's biggest song competition, they finally have a chance to prove that any dream worth having is a dream worth fighting for.",6.5,62271,"https://m.media-amazon.com/images/M/MV5BYzRjYzA5NTQtOTE3MC00OTYzLWEzODItMzQxYWE1NDJkMDA0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    When aspiring musicians Lars and Sigrit are given the opportunity to represent their country at the world's biggest song competition, they finally have a chance to prove that any dream worth having is a dream worth fighting for.",https://www.netflix.com/watch/80244088?source=imdb
98,tt11634320,Expectant,Expectant,2020,Thriller,89,USA,English,Damián Romay,"Kelly Peters, Damián Romay",A pregnant woman finds herself in serious danger when she agrees to live with the couple who plan to adopt her unborn child.,5.2,111,"https://m.media-amazon.com/images/M/MV5BZWYwODljMGEtMWMwZi00MTFjLThiODgtNWQ3YTQ3NzZmMzg0XkEyXkFqcGdeQXVyNTYxMjExMzY@._V1_UX182_CR0,0,182,268_AL_.jpg",    A pregnant woman finds herself in serious danger when she agrees to live with the couple who plan to adopt her unborn child.,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.0eb8d75f-00ca-f132-3947-e09ed1795e3a?tag=imdbtag_tt_wbr_pvt_aiv-20
99,tt8936646,Tyler Rake,Extraction,2020,"Action, Thriller",116,USA,"English, Hindi, Bengali",Sam Hargrave,"Joe Russo, Ande Parks","Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord.",6.7,141677,"https://m.media-amazon.com/images/M/MV5BMDJiNzUwYzEtNmQ2Yy00NWE4LWEwNzctM2M0MjE0OGUxZTA3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg","    In an underworld of weapons dealers and traffickers, a young boy becomes the pawn in a war between notorious drug lords. Trapped by kidnappers inside one of the world's most impenetrable cities, his rescue beckons the unparalleled skill of a mercenary named Tyler Rake, but Rake is a broken man with nothing to lose, harboring a death wish that makes an already deadly mission near impossible.",https://www.netflix.com/watch/80230399?source=imdb
